CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
778348233,Existing Customer,53,M,3,Unknown,Married,$80K - $120K,33,2753,1811,1038,25
712991808,Existing Customer,53,M,2,Uneducated,Married,$60K - $80K,48,2451,1690,1596,26
709029408,Existing Customer,41,M,4,Graduate,Married,$60K - $80K,36,8923,2517,1589,24
788658483,Existing Customer,53,F,2,College,Married,Less than $40K,38,2650,1490,1411,28
787937058,Existing Customer,58,M,0,Graduate,Married,$80K - $120K,49,12555,1696,1291,24
715318008,Existing Customer,55,F,1,College,Single,Less than $40K,36,3520,1914,1407,43
713962233,Existing Customer,55,F,3,Graduate,Married,Less than $40K,36,3035,2298,1877,37
785432733,Existing Customer,42,F,4,High School,Married,Less than $40K,36,15433,0,966,22
715190283,Existing Customer,57,F,1,Graduate,Unknown,$40K - $60K,49,3672,886,1464,28
827111283,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,41,32426,578,1109,28
758551608,Existing Customer,51,M,2,Unknown,Married,$40K - $60K,44,6205,2204,1347,28
773146383,Existing Customer,50,F,1,College,Single,$40K - $60K,43,17304,2517,1756,33
778493808,Existing Customer,49,M,3,High School,Married,$60K - $80K,37,3906,0,1756,32
720572508,Existing Customer,38,F,4,Graduate,Single,Unknown,28,9830,2055,1042,23
712661433,Existing Customer,49,M,4,Uneducated,Single,$80K - $120K,30,34516,0,1444,28
789172683,Existing Customer,56,M,2,Doctorate,Married,$60K - $80K,45,2283,1430,1741,27
738406533,Existing Customer,59,M,1,Doctorate,Married,$40K - $60K,52,2548,2020,1719,27
799723908,Existing Customer,46,M,3,High School,Married,$80K - $120K,40,19458,1435,1217,27
771490833,Existing Customer,52,M,1,College,Single,$80K - $120K,40,4745,1227,1140,40
720756708,Existing Customer,52,F,3,Unknown,Married,Less than $40K,41,2622,1549,1878,30
711525033,Existing Customer,66,F,0,High School,Married,Less than $40K,54,3171,2179,1946,38
712813458,Existing Customer,49,M,2,Unknown,Married,$120K +,36,19763,2517,1414,35
717891558,Existing Customer,49,F,4,Graduate,Unknown,Less than $40K,36,3298,2200,1052,32
716632758,Existing Customer,49,F,3,Graduate,Single,Less than $40K,36,2802,2363,1295,40
768563658,Existing Customer,56,M,2,Uneducated,Married,$40K - $60K,50,4458,1880,1424,29
711427458,Existing Customer,44,F,5,Graduate,Married,Unknown,35,6273,978,1359,25
714091983,Existing Customer,42,M,2,High School,Single,$60K - $80K,34,3336,1753,1168,27
787584108,Existing Customer,55,M,3,Unknown,Married,$80K - $120K,47,3436,2016,1097,33
711481533,Existing Customer,39,M,1,High School,Divorced,$60K - $80K,33,5926,1251,1316,28
710082708,Existing Customer,44,M,4,Post-Graduate,Single,$120K +,32,23957,2102,1276,26
708155733,Existing Customer,53,M,2,High School,Single,$120K +,44,14734,1634,1289,23
788979258,Existing Customer,51,M,4,Uneducated,Single,$80K - $120K,38,34516,1515,1293,32
807986133,Existing Customer,57,M,2,College,Married,$60K - $80K,52,6584,1817,1353,35
788730933,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,20,2084,1468,1132,28
711314058,Existing Customer,49,M,2,Graduate,Married,$60K - $80K,32,1687,1107,1670,17
717975333,Existing Customer,50,M,2,Doctorate,Married,$80K - $120K,38,25300,1330,837,15
715971108,Existing Customer,51,M,4,Graduate,Single,$120K +,42,34516,1763,1550,41
720096558,Existing Customer,55,F,2,Graduate,Married,Less than $40K,42,2216,1034,1540,36
719580033,Existing Customer,54,M,1,Graduate,Unknown,$60K - $80K,43,2910,2030,1256,21
820582308,Existing Customer,42,M,5,Uneducated,Married,$80K - $120K,37,22913,1528,1394,35
789973308,Existing Customer,44,M,1,College,Single,$60K - $80K,35,24312,1932,1341,24
712876233,Existing Customer,53,M,2,Graduate,Single,$80K - $120K,36,5272,1515,1289,33
804595158,Existing Customer,44,F,4,Graduate,Single,Less than $40K,36,7000,2517,1112,23
714826758,Existing Customer,37,F,3,Uneducated,Single,Less than $40K,29,7038,1801,2339,57
779058108,Existing Customer,49,M,3,Graduate,Divorced,$60K - $80K,30,2536,1823,1468,23
710790258,Existing Customer,47,M,2,Graduate,Married,$80K - $120K,38,28904,1899,1334,35
715623483,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,37,8567,1695,1457,41
715156383,Existing Customer,44,M,1,Unknown,Unknown,$120K +,36,34516,1533,1603,29
755420433,Existing Customer,59,F,1,Graduate,Married,Unknown,52,10133,1417,1068,20
794543958,Existing Customer,53,M,1,Graduate,Divorced,$80K - $120K,35,34516,1219,1590,27
716396358,Existing Customer,52,M,2,Graduate,Married,$60K - $80K,47,3085,1910,1531,35
715398033,Existing Customer,53,M,2,High School,Single,$120K +,35,19040,2056,1212,31
711743883,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,35,4026,0,1237,32
719720058,Existing Customer,44,M,3,High School,Single,$60K - $80K,31,12756,837,1413,14
778992108,Existing Customer,57,M,2,Unknown,Married,$120K +,45,5266,0,1516,29
717539808,Existing Customer,51,F,2,High School,Single,Less than $40K,36,9930,0,1276,21
714070758,Existing Customer,49,M,4,High School,Single,$80K - $120K,38,31302,1953,1564,35
714107958,Existing Customer,45,M,1,Graduate,Single,$40K - $60K,36,6576,0,1465,34
789140283,Existing Customer,53,M,0,Graduate,Single,$80K - $120K,42,2664,2037,1286,29
715550508,Existing Customer,45,F,3,Unknown,Married,Unknown,28,2535,2440,1312,20
719712633,Existing Customer,64,M,1,Graduate,Married,Less than $40K,52,1709,895,1673,32
772629333,Existing Customer,45,M,3,Graduate,Married,$40K - $60K,35,3454,1200,1313,30
720336708,Existing Customer,53,M,3,Doctorate,Married,$40K - $60K,35,3789,1706,1609,42
802013583,Existing Customer,56,M,3,College,Married,$120K +,50,9689,2250,1158,19
714778833,Existing Customer,49,F,3,College,Single,Unknown,43,23032,1960,1289,22
713843283,Existing Customer,41,F,3,Unknown,Married,Unknown,34,34516,2053,1487,26
779155158,Existing Customer,53,M,3,Graduate,Married,$120K +,34,2940,1264,1259,33
721091583,Existing Customer,44,F,2,Graduate,Single,Less than $40K,32,3031,1879,1298,15
713572683,Existing Customer,44,M,3,High School,Unknown,$60K - $80K,25,1862,0,1226,34
716657058,Existing Customer,43,F,4,Post-Graduate,Married,Less than $40K,33,8358,926,1566,37
779509983,Existing Customer,53,M,2,Post-Graduate,Single,$120K +,36,34516,931,1022,21
717929133,Existing Customer,44,M,1,Uneducated,Married,$60K - $80K,36,14450,2440,1235,30
808284783,Existing Customer,62,F,1,Unknown,Married,Less than $40K,56,1438.3,0,1951,44
708476808,Existing Customer,54,M,4,Unknown,Divorced,$120K +,36,33791,1960,1047,31
710916408,Existing Customer,57,M,4,Graduate,Married,$60K - $80K,39,8466,1886,1342,32
708492558,Existing Customer,42,M,3,Unknown,Married,$60K - $80K,36,15088,865,1107,21
799825758,Existing Customer,42,M,4,High School,Divorced,$60K - $80K,36,3263,1674,1251,35
718619883,Existing Customer,54,F,0,Uneducated,Married,Less than $40K,36,1494,706,1305,24
711844758,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,35,13551,1294,1388,37
714798783,Existing Customer,49,M,1,Graduate,Single,$80K - $120K,36,18886,895,1235,18
826762908,Existing Customer,52,M,3,High School,Unknown,$80K - $120K,48,11976,1273,2089,36
771894558,Existing Customer,50,M,3,High School,Single,$80K - $120K,39,9964,1559,1626,25
721074183,Existing Customer,49,M,1,Doctorate,Married,$60K - $80K,36,24159,1196,1111,24
715259583,Existing Customer,53,F,2,High School,Married,Less than $40K,44,5362,1901,1553,38
718414008,Existing Customer,50,M,2,Graduate,Single,$120K +,36,34516,1023,1064,13
719666283,Existing Customer,55,F,1,Doctorate,Married,Less than $40K,36,3174,1951,1243,29
714877233,Existing Customer,53,M,1,High School,Married,$80K - $120K,47,12262,1836,1659,38
785387883,Existing Customer,47,F,3,High School,Single,$40K - $60K,41,3788,1540,1594,47
771075258,Existing Customer,55,M,2,College,Single,$120K +,42,34516,1527,1268,42
711318033,Existing Customer,47,M,3,Graduate,Single,$60K - $80K,36,2926,0,1304,24
783554958,Existing Customer,58,M,4,Graduate,Single,$120K +,52,32090,0,1368,30
718039683,Existing Customer,52,M,2,High School,Single,$40K - $60K,45,13532,1300,1521,29
710806083,Existing Customer,50,F,1,Uneducated,Unknown,Less than $40K,36,11888,2090,1137,30
714752208,Existing Customer,42,F,1,Graduate,Married,Less than $40K,36,2393,1985,978,16
822063408,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,39,6111,2517,1221,16
714490308,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,46,19270,1662,1565,28
713356833,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,43,3710,2517,1578,34
711402333,Existing Customer,47,M,2,Doctorate,Single,Less than $40K,37,3235,797,1493,32
708296883,Existing Customer,44,F,3,Graduate,Single,$40K - $60K,38,11749,788,1178,27
719154483,Existing Customer,53,M,2,High School,Divorced,$60K - $80K,36,7753,2100,991,26
717721458,Existing Customer,45,M,4,College,Divorced,$60K - $80K,40,10408,1186,2560,42
711112683,Existing Customer,63,F,1,College,Married,Unknown,36,3967,1568,1657,29
715674483,Existing Customer,39,F,2,Post-Graduate,Single,Less than $40K,27,6205,2517,1204,19
789968058,Existing Customer,51,M,1,Unknown,Single,$120K +,42,9036,2327,1131,18
709919283,Existing Customer,54,M,4,Graduate,Married,$80K - $120K,34,14926,2517,1576,25
718744008,Existing Customer,59,F,1,Graduate,Single,Less than $40K,36,6335,1128,1217,20
716104983,Existing Customer,41,F,2,Graduate,Single,Less than $40K,32,2250,2117,1617,31
818839983,Existing Customer,55,M,2,Graduate,Married,$120K +,50,10916,1536,1592,34
772288758,Existing Customer,47,F,4,Graduate,Married,Unknown,36,5349,1228,1343,30
712350858,Existing Customer,41,M,2,High School,Married,$80K - $120K,24,9366,1104,1303,39
711009708,Existing Customer,40,M,3,High School,Single,$80K - $120K,28,21617,0,1351,22
712720158,Existing Customer,68,M,1,Graduate,Married,Unknown,56,13860,1652,1910,32
712215258,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,31,18386,0,1298,22
773827008,Existing Customer,47,M,4,Uneducated,Single,$60K - $80K,41,2405,1540,1087,29
795232683,Existing Customer,53,F,1,College,Married,Less than $40K,47,2154,930,1439,26
713786508,Existing Customer,42,F,5,Unknown,Married,$40K - $60K,36,2038,0,1238,28
713539833,Existing Customer,48,F,4,High School,Single,$40K - $60K,38,8135,0,1716,29
712454058,Existing Customer,49,M,1,Doctorate,Married,$120K +,38,9364,618,1099,27
718759833,Existing Customer,44,F,2,Uneducated,Married,Unknown,35,32643,0,1058,24
718803333,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,34,3195,1954,1285,29
720253908,Existing Customer,56,M,0,High School,Married,$80K - $120K,43,2852,1024,1651,28
714133158,Existing Customer,59,F,1,College,Single,Unknown,36,4224,1305,1152,31
713187033,Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,36,20459,2071,1767,38
714791208,Existing Customer,47,F,4,Unknown,Divorced,Less than $40K,41,3482,2114,1039,24
772426383,Existing Customer,50,F,4,Uneducated,Married,$40K - $60K,40,3065,1570,1130,28
710975883,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,43,2185,1761,1645,30
714264408,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,36,1611,746,1413,29
715827858,Existing Customer,58,F,4,Uneducated,Married,Less than $40K,47,2822,2173,1218,23
709531908,Existing Customer,53,M,3,High School,Married,$60K - $80K,47,1438.3,0,2184,53
716493408,Existing Customer,45,F,4,Uneducated,Divorced,Unknown,36,15875,1719,1592,37
714141108,Existing Customer,52,F,1,High School,Married,Less than $40K,45,6703,893,1388,28
712608783,Existing Customer,50,M,2,High School,Married,$80K - $120K,45,34516,1260,1504,34
820353558,Existing Customer,41,F,3,High School,Married,$40K - $60K,36,9797,1434,1503,34
714964758,Existing Customer,45,F,5,Graduate,Divorced,$40K - $60K,36,10400,1777,1105,28
716264358,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,42,26792,1836,2398,47
717296808,Existing Customer,67,F,1,Graduate,Married,Less than $40K,56,3006,2517,1661,32
712977183,Existing Customer,57,F,2,Uneducated,Single,$40K - $60K,36,19482,1072,1421,22
710829108,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,36,3356,985,999,28
779562633,Existing Customer,45,M,2,Uneducated,Married,$40K - $60K,34,5771,2248,1387,18
715315833,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,36,11106,2107,1243,24
815500983,Existing Customer,59,F,1,Uneducated,Married,Less than $40K,54,2890,2001,1860,36
719360583,Existing Customer,53,M,1,Graduate,Married,$60K - $80K,45,3380,1701,1502,25
709701558,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,36,21331,1251,1460,50
721148358,Existing Customer,49,F,3,Uneducated,Single,Unknown,38,12860,0,1348,27
779862408,Existing Customer,49,M,3,Post-Graduate,Single,$80K - $120K,33,6278,462,1087,33
812627208,Existing Customer,60,F,0,College,Single,Less than $40K,55,1438.3,738,1226,33
711033408,Existing Customer,50,F,2,High School,Married,Less than $40K,36,9355,1626,1230,28
779956608,Existing Customer,41,F,2,Post-Graduate,Married,Unknown,31,20758,0,1555,32
780376683,Existing Customer,57,M,1,Graduate,Married,$80K - $120K,47,14612,1976,1827,24
717912483,Existing Customer,43,M,4,Graduate,Unknown,$80K - $120K,27,27259,0,1376,35
714454758,Existing Customer,57,F,3,Graduate,Married,Less than $40K,47,6347,1594,1771,37
780466533,Existing Customer,54,M,3,Doctorate,Married,$120K +,41,21592,1676,1873,52
715735233,Existing Customer,51,F,5,Post-Graduate,Married,Less than $40K,44,3449,1598,1679,42
720476733,Existing Customer,47,F,3,High School,Married,Less than $40K,34,6028,799,1002,22
715872333,Existing Customer,41,M,0,High School,Unknown,$120K +,36,18214,1998,1344,21
712375758,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,43,16393,1423,1461,42
718030083,Existing Customer,59,M,1,College,Married,$60K - $80K,36,7871,1687,1428,22
720707283,Existing Customer,48,M,4,Unknown,Married,$80K - $120K,36,5288,866,1777,42
771698658,Existing Customer,44,M,5,Graduate,Married,$60K - $80K,32,11376,2006,1302,27
748326258,Existing Customer,48,M,3,College,Married,$80K - $120K,41,12302,1632,1483,41
770817783,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,33,34516,1679,1060,27
779353083,Existing Customer,47,M,2,Graduate,Married,$60K - $80K,32,34516,1468,1330,32
711441333,Existing Customer,43,F,1,High School,Divorced,Less than $40K,35,10514,1580,1229,27
809164083,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,56,2619,1779,1450,37
820596183,Existing Customer,58,M,2,College,Married,$120K +,53,24407,2395,2311,48
715999608,Existing Customer,53,F,2,High School,Married,Less than $40K,36,2377,1649,1378,26
710565408,Existing Customer,59,M,0,Unknown,Unknown,$80K - $120K,40,34516,1359,1033,26
805543158,Existing Customer,52,M,3,Graduate,Married,$120K +,47,11086,2207,1523,40
709752183,Existing Customer,48,M,3,High School,Single,$60K - $80K,36,11432,2517,1374,37
716479233,Existing Customer,43,M,4,High School,Married,$40K - $60K,36,13258,1721,1080,21
713837058,Existing Customer,48,M,2,College,Single,Less than $40K,36,2571,1955,1234,24
718876683,Existing Customer,43,F,4,Graduate,Single,Less than $40K,31,5781,1168,1600,32
770746908,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,30,7872,2509,1155,32
794843883,Existing Customer,41,M,3,High School,Married,$80K - $120K,35,34516,1202,1353,33
803043933,Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,38,11127,1835,1546,25
758076408,Existing Customer,50,M,2,Unknown,Single,$40K - $60K,43,1857,1603,1590,43
714606558,Existing Customer,60,F,1,Uneducated,Married,Less than $40K,36,1913,1272,1448,22
778425408,Existing Customer,44,M,4,Graduate,Single,$80K - $120K,24,3839,2295,1271,24
714171108,Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,39,2115,1141,1223,20
719662458,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,27,1438.3,679,1117,29
713137233,Existing Customer,41,M,2,High School,Single,$80K - $120K,28,27756,1789,994,24
769425858,Existing Customer,45,M,3,College,Single,$60K - $80K,32,1438.3,0,1468,26
711297483,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,34,13878,2222,1658,38
788900883,Existing Customer,51,F,2,Graduate,Married,Less than $40K,36,3106,1304,1368,38
758348808,Existing Customer,51,M,2,Graduate,Married,$120K +,44,34516,1666,1218,18
708711483,Existing Customer,57,M,2,Unknown,Married,$80K - $120K,46,18871,1740,1516,21
717906783,Existing Customer,41,M,5,Graduate,Single,$120K +,29,5207,1748,1310,26
719437908,Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,36,17965,1644,1767,50
769433508,Existing Customer,43,M,1,College,Single,$60K - $80K,37,2733,1819,933,25
790096533,Existing Customer,55,M,2,College,Married,$60K - $80K,48,8863,1301,1512,27
787541883,Existing Customer,44,M,3,Graduate,Unknown,$80K - $120K,33,34516,0,1120,27
709930758,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,30,11107,1222,1506,33
789830058,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,34,21573,1585,1384,36
710741208,Existing Customer,39,M,2,High School,Single,$80K - $120K,36,5269,1475,2094,25
715341858,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,46,1982,1289,1377,49
793636308,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,43,4645,1650,1193,33
713779908,Existing Customer,46,F,3,Doctorate,Single,Unknown,36,2189,1666,1287,36
709703433,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,38,21304,1532,1770,25
721022433,Existing Customer,44,M,2,Doctorate,Single,$60K - $80K,36,7577,2480,1409,35
710103558,Existing Customer,50,M,3,Post-Graduate,Single,$120K +,31,3234,1486,1354,28
715952883,Existing Customer,73,M,0,High School,Married,$40K - $60K,36,4469,1125,1765,34
719731458,Existing Customer,56,M,3,Unknown,Unknown,$40K - $60K,46,2910,709,1192,27
787348608,Existing Customer,70,M,0,High School,Married,Less than $40K,56,3252,1495,1227,15
709485033,Existing Customer,55,F,2,High School,Married,Less than $40K,36,2358,1152,1737,26
715432608,Existing Customer,43,M,4,Unknown,Single,$60K - $80K,36,22322,953,1348,34
799471833,Existing Customer,45,M,1,Uneducated,Single,$120K +,39,3133,1510,1435,38
714187533,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,35,3540,849,1321,28
779656908,Existing Customer,40,M,1,Graduate,Married,$40K - $60K,23,6990,1378,1479,29
788950158,Existing Customer,36,M,2,College,Unknown,$80K - $120K,22,34516,1652,1283,39
710620383,Existing Customer,43,M,4,Unknown,Married,$60K - $80K,35,24396,1171,965,17
778661358,Existing Customer,46,F,1,Unknown,Married,Less than $40K,36,2474,2143,1541,40
789483333,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,32,5214,795,1258,23
809855808,Existing Customer,51,F,2,Graduate,Married,Less than $40K,46,5207,1650,1339,20
718464258,Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,25,9512,1082,1007,22
708528483,Existing Customer,43,F,4,Graduate,Divorced,Unknown,23,3187,2430,1387,33
719942883,Existing Customer,54,M,5,Graduate,Married,$60K - $80K,38,2290,1434,1119,18
807226683,Existing Customer,48,M,3,Unknown,Single,$40K - $60K,43,5279,1115,1642,41
717806133,Existing Customer,40,M,2,Uneducated,Divorced,$60K - $80K,29,23603,0,1382,31
720615708,Existing Customer,57,M,0,Uneducated,Married,$40K - $60K,45,2601,0,1232,32
714511758,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,40,6363,1029,1542,16
715050408,Existing Customer,41,M,3,High School,Single,$80K - $120K,36,8029,1576,1094,32
721132233,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,31,2410,1769,1217,30
712069008,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,23,2260,1007,1614,33
715996983,Existing Customer,47,M,4,Uneducated,Divorced,$80K - $120K,30,17682,2481,1747,31
773466258,Existing Customer,48,F,4,High School,Married,$40K - $60K,42,4206,1100,1144,22
798983508,Existing Customer,43,M,1,Graduate,Single,$80K - $120K,37,34516,1440,1575,34
719117433,Existing Customer,41,M,4,High School,Unknown,$80K - $120K,36,23018,2168,1463,24
716451183,Existing Customer,54,F,1,Uneducated,Married,$40K - $60K,44,5556,1711,1706,21
715085733,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,52,2939,1999,2434,33
788977833,Existing Customer,61,M,0,Uneducated,Married,$80K - $120K,48,5362,1274,1876,41
708421833,Existing Customer,45,F,4,Graduate,Single,Less than $40K,36,3342,2517,1139,30
709879458,Existing Customer,54,F,3,Doctorate,Married,Unknown,46,1900,1376,1881,45
715120608,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,37,14546,1703,1273,27
770632758,Existing Customer,50,F,4,Doctorate,Single,Unknown,36,2521,1608,1328,33
779078733,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,36,16427,1682,1579,36
771742533,Existing Customer,48,M,2,Graduate,Unknown,$40K - $60K,36,13068,1718,937,28
720250158,Existing Customer,45,M,2,College,Single,$60K - $80K,33,23218,1814,1749,37
716458983,Existing Customer,60,M,0,High School,Married,$40K - $60K,36,3281,837,1424,29
713747733,Existing Customer,55,M,2,High School,Married,$40K - $60K,47,3096,2217,2011,41
712270158,Existing Customer,62,F,0,High School,Married,$40K - $60K,52,2052,1250,1208,31
789562383,Existing Customer,38,F,1,High School,Unknown,Less than $40K,30,1438.3,583,1259,24
754897008,Existing Customer,46,M,3,High School,Single,$40K - $60K,39,9432,1418,1319,26
819700533,Existing Customer,50,M,0,High School,Single,$120K +,45,14938,2303,949,27
712890408,Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,36,2221,1343,1338,30
720248208,Existing Customer,47,M,3,Post-Graduate,Divorced,$60K - $80K,37,5731,1577,1554,26
779749908,Existing Customer,48,M,4,College,Married,$60K - $80K,33,34516,2061,1350,32
717401883,Existing Customer,35,M,3,Uneducated,Married,$60K - $80K,22,6985,1130,1694,44
721509558,Existing Customer,51,M,2,Graduate,Married,$120K +,42,24221,1707,1678,40
710572458,Existing Customer,36,F,3,High School,Married,Unknown,24,15439,0,2069,43
714576183,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,36,21637,2030,1222,23
721425558,Existing Customer,52,M,2,Graduate,Single,$120K +,37,14543,0,1536,37
711109908,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,36,9684,2475,1400,31
715203108,Existing Customer,63,M,2,High School,Married,$40K - $60K,36,5007,930,1050,28
710027508,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,54,1616,1047,1389,33
787464408,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,40,19116,0,1184,29
783542133,Existing Customer,53,F,3,Graduate,Married,Less than $40K,47,2759,2223,2093,42
714426783,Existing Customer,38,F,2,Graduate,Single,Unknown,31,14041,2154,1467,29
712701333,Existing Customer,53,M,3,High School,Married,$60K - $80K,43,5264,2169,1219,27
709494483,Existing Customer,63,F,0,Unknown,Married,Less than $40K,54,2420,1912,1730,36
773373108,Existing Customer,49,F,4,High School,Married,Less than $40K,43,2826,2070,1025,28
715812258,Existing Customer,45,M,2,High School,Married,$80K - $120K,34,12518,1539,1165,33
778286433,Existing Customer,67,M,0,Graduate,Married,$40K - $60K,56,5876,1297,2133,55
789270033,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,37,34516,0,1122,13
711569433,Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,38,9648,1926,1083,22
720214833,Existing Customer,52,M,2,High School,Single,$80K - $120K,40,34516,2177,1234,23
709346133,Existing Customer,55,F,2,Uneducated,Married,Unknown,35,3025,2376,1277,23
788194458,Existing Customer,34,M,3,High School,Married,$60K - $80K,26,3265,2517,1843,35
720779733,Existing Customer,56,M,1,Uneducated,Married,$120K +,36,6041,1355,1747,49
717424458,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,36,2293,1823,1166,22
708820308,Existing Customer,47,M,3,Post-Graduate,Unknown,$80K - $120K,36,13399,2505,1326,31
710558058,Existing Customer,46,F,3,Unknown,Married,Less than $40K,38,4317,2517,1619,36
770590758,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,29,3378,1069,1285,16
718490658,Existing Customer,50,F,1,Graduate,Single,Less than $40K,36,5012,2242,1142,28
711985833,Existing Customer,38,F,4,Uneducated,Single,Less than $40K,30,2569,1605,1190,46
708967608,Existing Customer,53,F,1,Graduate,Single,Less than $40K,45,3471,1785,1052,24
718505958,Existing Customer,43,M,5,Graduate,Divorced,$120K +,31,34516,1699,1628,38
715024233,Existing Customer,53,M,1,High School,Married,$120K +,36,3312,1844,1740,32
779249583,Existing Customer,56,F,1,Graduate,Married,Less than $40K,38,2578,2462,1378,29
778928283,Existing Customer,57,F,3,High School,Married,Less than $40K,39,2742,2321,1389,32
712299858,Existing Customer,62,M,1,High School,Married,Less than $40K,53,2077,1571,1365,38
799224108,Existing Customer,46,F,4,Graduate,Single,Less than $40K,40,6265,1942,1715,43
809976033,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,44,7819,1560,1582,25
716203308,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,42,2731,1692,1220,22
716139933,Existing Customer,54,M,0,High School,Married,$80K - $120K,36,16286,1710,2552,49
716984658,Existing Customer,49,M,1,Graduate,Married,$120K +,39,34516,0,1106,31
713086008,Existing Customer,58,F,3,High School,Married,Less than $40K,47,2609,2439,1731,34
713773458,Existing Customer,52,M,2,High School,Single,$60K - $80K,45,7567,1173,1435,32
719242533,Existing Customer,41,M,5,High School,Married,$60K - $80K,33,22770,2517,1882,38
772712658,Existing Customer,62,F,0,Uneducated,Married,Less than $40K,50,3791,1648,2058,34
788868858,Existing Customer,54,M,2,Graduate,Married,Less than $40K,39,2702,2517,1658,32
811898133,Existing Customer,40,F,3,High School,Divorced,Less than $40K,35,2555,2117,1334,32
788808633,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,26,2355,1090,1441,29
779804208,Existing Customer,53,F,2,Graduate,Single,$40K - $60K,42,5332,0,1371,39
781391058,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,49,1443,1375,1991,38
790134408,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,39,10741,755,1278,22
788853258,Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,25,7984,1503,1734,39
711857733,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,32,18584,2517,1330,34
822969858,Existing Customer,61,F,0,Graduate,Married,Unknown,56,5585,1465,1787,31
719554758,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,38,34516,2165,1672,32
711643458,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,43,1438.3,0,1439,41
788830683,Existing Customer,40,M,2,Graduate,Single,$80K - $120K,24,2478,2031,1558,31
807030858,Existing Customer,51,M,4,High School,Single,$120K +,46,34516,2274,1795,47
793059108,Existing Customer,50,F,2,Graduate,Married,$40K - $60K,44,2339,1440,893,22
716568708,Existing Customer,47,F,2,Graduate,Married,Less than $40K,36,2726,0,1099,27
828281733,Existing Customer,43,M,4,Unknown,Married,$120K +,39,14881,848,1408,23
717229158,Existing Customer,36,F,4,Graduate,Married,$40K - $60K,36,1628,969,1893,15
715915458,Existing Customer,47,F,2,Graduate,Married,Less than $40K,34,3156,1644,1151,31
819129858,Existing Customer,46,F,2,Graduate,Single,Less than $40K,41,4745,1270,1519,31
713441958,Existing Customer,46,M,2,High School,Married,$120K +,36,19727,1785,1245,25
